"pos","chr","Treatment","meanSelCoef","pval_max","pval_mean","number","adjustP","sig"
6184804,"2L","Sel",0.2016067,0,0,389671,0,"<0.05"
6231104,"2L","Sel",0.1826897,0,0,390776,0,"<0.05"
6231144,"2L","Sel",0.2003842,0,0,390782,0,"<0.05"
6231157,"2L","Sel",0.1997737,0,0,390785,0,"<0.05"
6231161,"2L","Sel",0.1965685,0,0,390786,0,"<0.05"
6231795,"2L","Sel",0.2037701,0,0,390812,0,"<0.05"
6231802,"2L","Sel",0.2073342,0,0,390814,0,"<0.05"
6231829,"2L","Sel",0.2077548,0,0,390815,0,"<0.05"
6236325,"2L","Sel",0.2015074,0,0,390962,0,"<0.05"
6244389,"2L","Sel",0.1416714,0,0,391237,0,"<0.05"
6253930,"2L","Sel",0.2091989,0,0,391507,0,"<0.05"
6262901,"2L","Sel",0.1481907,0,0,391767,0,"<0.05"
6264480,"2L","Sel",0.2027598,0,0,391805,0,"<0.05"
6264501,"2L","Sel",0.2066104,0,0,391806,0,"<0.05"
6264535,"2L","Sel",0.1485755,0,0,391808,0,"<0.05"
6264562,"2L","Sel",0.1368536,0,0,391809,0,"<0.05"
6264589,"2L","Sel",0.1341132,0,0,391810,0,"<0.05"
6265728,"2L","Sel",0.1473061,0,0,391842,0,"<0.05"
6268514,"2L","Sel",0.1384027,0,0,391901,0,"<0.05"
6272902,"2L","Sel",0.1855979,0,0,392027,0,"<0.05"
6313155,"2L","Sel",0.1308076,0,0,393126,0,"<0.05"
6313384,"2L","Sel",0.1162305,0,0,393151,0,"<0.05"
6313385,"2L","Sel",0.1172503,0,0,393152,0,"<0.05"
6315462,"2L","Sel",0.1851194,0,0,393208,0,"<0.05"
6357638,"2L","Sel",0.145561,0,0,393971,0,"<0.05"
6374142,"2L","Sel",0.1649899,0,0,394248,0,"<0.05"
6374371,"2L","Sel",0.1497094,0,0,394253,0,"<0.05"
6374407,"2L","Sel",0.1308724,0,0,394254,0,"<0.05"
6374656,"2L","Sel",0.1643534,0,0,394260,0,"<0.05"
6374707,"2L","Sel",0.1516435,0,0,394261,0,"<0.05"
6375004,"2L","Sel",0.1390521,0,0,394264,0,"<0.05"
6381038,"2L","Sel",0.19908,0,0,394411,0,"<0.05"
6381119,"2L","Sel",0.2054157,0,0,394413,0,"<0.05"
6381126,"2L","Sel",0.2016192,0,0,394414,0,"<0.05"
6385372,"2L","Sel",0.1613491,0,0,394478,0,"<0.05"
6385578,"2L","Sel",0.1573028,0,0,394481,0,"<0.05"
6402861,"2L","Sel",0.184187,0,0,394883,0,"<0.05"
6412993,"2L","Sel",0.2001758,0,0,395050,0,"<0.05"
6413023,"2L","Sel",0.2063723,0,0,395051,0,"<0.05"
6460294,"2L","Sel",0.1993127,0,0,395774,0,"<0.05"
6463062,"2L","Sel",0.2120811,0,0,395852,0,"<0.05"
6464369,"2L","Sel",0.1061411,0,0,395880,0,"<0.05"
6465265,"2L","Sel",0.1499241,0,0,395910,0,"<0.05"
6465557,"2L","Sel",0.1745514,0,0,395923,0,"<0.05"
6505298,"2L","Sel",0.1620837,0,0,396822,0,"<0.05"
6505304,"2L","Sel",0.1654405,0,0,396823,0,"<0.05"
6505440,"2L","Sel",0.2080575,0,0,396827,0,"<0.05"
6506924,"2L","Sel",0.1786059,0,0,396867,0,"<0.05"
6516697,"2L","Sel",0.2209054,0,0,397111,0,"<0.05"
6550904,"2L","Sel",0.199006,0,0,397928,0,"<0.05"
6581102,"2L","Sel",0.1971111,0,0,398753,0,"<0.05"
6588815,"2L","Sel",0.1978295,0,0,399007,0,"<0.05"
6588981,"2L","Sel",0.1641825,0,0,399010,0,"<0.05"
6643559,"2L","Sel",0.1823042,0,0,400166,0,"<0.05"
6644839,"2L","Sel",0.197137,0,0,400182,0,"<0.05"
6650841,"2L","Sel",0.1841366,0,0,400243,0,"<0.05"
6657389,"2L","Sel",0.2064052,0,0,400307,0,"<0.05"
6696240,"2L","Sel",0.1181081,0,0,400752,0,"<0.05"
6719359,"2L","Sel",0.1993989,0,0,401307,0,"<0.05"
6720414,"2L","Sel",0.2119259,0,0,401310,0,"<0.05"
6739766,"2L","Sel",0.1554886,0,0,401736,0,"<0.05"
6742226,"2L","Sel",0.1392704,0,0,401816,0,"<0.05"
6743596,"2L","Sel",0.2102671,0,0,401833,0,"<0.05"
6744243,"2L","Sel",0.1401974,0,0,401840,0,"<0.05"
6759090,"2L","Sel",0.1977937,0,0,402211,0,"<0.05"
6761177,"2L","Sel",0.1222554,0,0,402272,0,"<0.05"
6761181,"2L","Sel",0.1238961,0,0,402273,0,"<0.05"
6761208,"2L","Sel",0.1345959,0,0,402276,0,"<0.05"
6763205,"2L","Sel",0.1487031,0,0,402343,0,"<0.05"
6763703,"2L","Sel",0.1594027,0,0,402359,0,"<0.05"
6763750,"2L","Sel",0.1385776,0,0,402365,0,"<0.05"
6768948,"2L","Sel",0.2354668,0,0,402564,0,"<0.05"
6772690,"2L","Sel",0.1545409,0,0,402654,0,"<0.05"
6775537,"2L","Sel",0.1176207,0,0,402727,0,"<0.05"
6777391,"2L","Sel",0.1956286,0,0,402785,0,"<0.05"
6780646,"2L","Sel",0.1515224,0,0,402829,0,"<0.05"
6808984,"2L","Sel",0.1515878,0,0,403511,0,"<0.05"
6829813,"2L","Sel",0.2263777,0,0,404109,0,"<0.05"
6850186,"2L","Sel",0.1925654,0,0,404723,0,"<0.05"
6883550,"2L","Sel",0.1076715,0,0,405321,0,"<0.05"
6890994,"2L","Sel",0.1704792,0,0,405492,0,"<0.05"
6936240,"2L","Sel",0.1303726,0,0,406305,0,"<0.05"
6940882,"2L","Sel",0.2158237,0,0,406436,0,"<0.05"
6944550,"2L","Sel",0.1635433,0,0,406541,0,"<0.05"
6945072,"2L","Sel",0.2429863,0,0,406549,0,"<0.05"
6949509,"2L","Sel",0.1833688,0,0,406629,0,"<0.05"
6949510,"2L","Sel",0.1649074,0,0,406630,0,"<0.05"
6949904,"2L","Sel",0.2101613,0,0,406642,0,"<0.05"
6979686,"2L","Sel",0.2021709,0,0,407196,0,"<0.05"
6989349,"2L","Sel",0.2127146,0,0,407486,0,"<0.05"
7017987,"2L","Sel",0.196737,0,0,408084,0,"<0.05"
7018117,"2L","Sel",0.1940018,0,0,408091,0,"<0.05"
7030240,"2L","Sel",0.1740187,0,0,408340,0,"<0.05"
7041860,"2L","Sel",0.1800497,0,0,408585,0,"<0.05"
7090884,"2L","Sel",0.1828025,0,0,410160,0,"<0.05"
7097909,"2L","Sel",0.2327086,0,0,410432,0,"<0.05"
7097924,"2L","Sel",0.1685897,0,0,410433,0,"<0.05"
7107109,"2L","Sel",0.158928,0,0,410754,0,"<0.05"
7420866,"2L","Sel",0.1560217,0,0,419459,0,"<0.05"
7420877,"2L","Sel",0.1583727,0,0,419460,0,"<0.05"
7420883,"2L","Sel",0.1587675,0,0,419461,0,"<0.05"
7420887,"2L","Sel",0.1700166,0,0,419462,0,"<0.05"
7420888,"2L","Sel",0.1715934,0,0,419463,0,"<0.05"
7487489,"2L","Sel",0.2121821,0,0,421287,0,"<0.05"
7487495,"2L","Sel",0.1580523,0,0,421288,0,"<0.05"
7966169,"2L","Sel",0.2049481,0,0,433546,0,"<0.05"
8001880,"2L","Sel",0.216738,0,0,434174,0,"<0.05"
8001889,"2L","Sel",0.2169729,0,0,434175,0,"<0.05"
8001896,"2L","Sel",0.2137469,0,0,434176,0,"<0.05"
8001914,"2L","Sel",0.212417,0,0,434178,0,"<0.05"
8003276,"2L","Sel",0.1720884,0,0,434221,0,"<0.05"
8005074,"2L","Sel",0.1677178,0,0,434251,0,"<0.05"
8054459,"2L","Sel",0.2389083,0,0,435347,0,"<0.05"
8103771,"2L","Sel",0.1188726,0,0,436437,0,"<0.05"
8140726,"2L","Sel",0.2142045,0,0,437102,0,"<0.05"
8144070,"2L","Sel",0.1606825,0,0,437198,0,"<0.05"
8226316,"2L","Sel",0.1578597,0,0,439054,0,"<0.05"
8304127,"2L","Sel",0.1405182,0,0,441069,0,"<0.05"
8314949,"2L","Sel",0.09962502,0,0,441402,0,"<0.05"
8324836,"2L","Sel",0.1119304,0,0,441665,0,"<0.05"
8331065,"2L","Sel",0.1391765,0,0,441968,0,"<0.05"
8590608,"2L","Sel",0.1611978,0,0,447300,0,"<0.05"
8590649,"2L","Sel",0.1356498,0,0,447303,0,"<0.05"
8590790,"2L","Sel",0.124844,0,0,447310,0,"<0.05"
8603395,"2L","Sel",0.1496294,0,0,447498,0,"<0.05"
8691405,"2L","Sel",0.1937087,0,0,449554,0,"<0.05"
8696295,"2L","Sel",0.1203904,0,0,449642,0,"<0.05"
8696298,"2L","Sel",0.1223445,0,0,449643,0,"<0.05"
8741093,"2L","Sel",0.1129311,0,0,450567,0,"<0.05"
8793011,"2L","Sel",0.1522868,0,0,452097,0,"<0.05"
8822815,"2L","Sel",0.1549374,0,0,452941,0,"<0.05"
8891148,"2L","Sel",0.1772672,0,0,454749,0,"<0.05"
8919130,"2L","Sel",0.1449899,0,0,455461,0,"<0.05"
9015595,"2L","Sel",0.1279902,0,0,458010,0,"<0.05"
9096696,"2L","Sel",0.1257054,0,0,460120,0,"<0.05"
9118584,"2L","Sel",0.14365,0,0,460911,0,"<0.05"
9141835,"2L","Sel",0.112467,0,0,461703,0,"<0.05"
9167674,"2L","Sel",0.09329183,0,0,462598,0,"<0.05"
9199831,"2L","Sel",0.145768,0,0,463683,0,"<0.05"
9236706,"2L","Sel",0.1387286,0,0,464597,0,"<0.05"
9236779,"2L","Sel",0.1401032,0,0,464598,0,"<0.05"
9279431,"2L","Sel",0.108781,0,0,465522,0,"<0.05"
9372403,"2L","Sel",0.1823533,0,0,468236,0,"<0.05"
9388336,"2L","Sel",0.1104967,0,0,468710,0,"<0.05"
9440746,"2L","Sel",0.1070593,0,0,470282,0,"<0.05"
9829403,"2L","Sel",0.1120244,0,0,479797,0,"<0.05"
9856214,"2L","Sel",0.3012185,0,0,480696,0,"<0.05"
9856221,"2L","Sel",0.2551118,0,0,480697,0,"<0.05"
9864361,"2L","Sel",0.1906734,0,0,480966,0,"<0.05"
9864362,"2L","Sel",0.1895414,0,0,480967,0,"<0.05"
9986368,"2L","Sel",0.2119428,0,0,484118,0,"<0.05"
9995663,"2L","Sel",0.1711488,0,0,484349,0,"<0.05"
9996851,"2L","Sel",0.1463438,0,0,484375,0,"<0.05"
9996864,"2L","Sel",0.1467597,0,0,484378,0,"<0.05"
9997322,"2L","Sel",0.1152861,0,0,484384,0,"<0.05"
9997535,"2L","Sel",0.1854104,0,0,484392,0,"<0.05"
10016255,"2L","Sel",0.1489306,0,0,484845,0,"<0.05"
10030011,"2L","Sel",0.1276664,0,0,485202,0,"<0.05"
10030844,"2L","Sel",0.1323906,0,0,485221,0,"<0.05"
10038384,"2L","Sel",0.164937,0,0,485398,0,"<0.05"
10048395,"2L","Sel",0.1883825,0,0,485693,0,"<0.05"
10056224,"2L","Sel",0.107166,0,0,485972,0,"<0.05"
10062872,"2L","Sel",0.1265164,0,0,486162,0,"<0.05"
10063887,"2L","Sel",0.1688711,0,0,486193,0,"<0.05"
10065415,"2L","Sel",0.1488216,0,0,486243,0,"<0.05"
10078206,"2L","Sel",0.1295354,0,0,486621,0,"<0.05"
10086600,"2L","Sel",0.1169759,0,0,486873,0,"<0.05"
10093862,"2L","Sel",0.1270154,0,0,487056,0,"<0.05"
10135632,"2L","Sel",0.1250668,0,0,488119,0,"<0.05"
10199810,"2L","Sel",0.153926,0,0,489736,0,"<0.05"
10209981,"2L","Sel",0.20256,0,0,489932,0,"<0.05"
10253187,"2L","Sel",0.1308125,0,0,490858,0,"<0.05"
10291802,"2L","Sel",0.1732187,0,0,491608,0,"<0.05"
10291889,"2L","Sel",0.1769891,0,0,491611,0,"<0.05"
10292046,"2L","Sel",0.1439652,0,0,491617,0,"<0.05"
10292560,"2L","Sel",0.2001376,0,0,491625,0,"<0.05"
10293284,"2L","Sel",0.2233459,0,0,491645,0,"<0.05"
10295068,"2L","Sel",0.1547433,0,0,491690,0,"<0.05"
10295073,"2L","Sel",0.1492465,0,0,491691,0,"<0.05"
10306624,"2L","Sel",0.2237338,0,0,491860,0,"<0.05"
10351440,"2L","Sel",0.2472698,0,0,492744,0,"<0.05"
10358102,"2L","Sel",0.1799222,0,0,492960,0,"<0.05"
10373029,"2L","Sel",0.2518473,0,0,493265,0,"<0.05"
10374901,"2L","Sel",0.1568097,0,0,493335,0,"<0.05"
10375018,"2L","Sel",0.1520576,0,0,493336,0,"<0.05"
10406795,"2L","Sel",0.1417193,0,0,493850,0,"<0.05"
10410193,"2L","Sel",0.1245309,0,0,493882,0,"<0.05"
10494079,"2L","Sel",0.1680603,0,0,496349,0,"<0.05"
10494401,"2L","Sel",0.129673,0,0,496365,0,"<0.05"
10494403,"2L","Sel",0.1304032,0,0,496366,0,"<0.05"
10503388,"2L","Sel",0.2349168,0,0,496685,0,"<0.05"
10528562,"2L","Sel",0.193325,0,0,497576,0,"<0.05"
10536757,"2L","Sel",0.2425616,0,0,497911,0,"<0.05"
10542835,"2L","Sel",0.2189962,0,0,498086,0,"<0.05"
10563544,"2L","Sel",0.1816503,0,0,498695,0,"<0.05"
10587308,"2L","Sel",0.1523074,0,0,499233,0,"<0.05"
10587344,"2L","Sel",0.1503048,0,0,499235,0,"<0.05"
10592538,"2L","Sel",0.1896363,0,0,499359,0,"<0.05"
10601715,"2L","Sel",0.1468291,0,0,499388,0,"<0.05"
10603678,"2L","Sel",0.2053454,0,0,499450,0,"<0.05"
10604704,"2L","Sel",0.2257095,0,0,499483,0,"<0.05"
10605140,"2L","Sel",0.2320796,0,0,499496,0,"<0.05"
10630083,"2L","Sel",0.134305,0,0,500066,0,"<0.05"
10635669,"2L","Sel",0.1298435,0,0,500217,0,"<0.05"
10636966,"2L","Sel",0.2133817,0,0,500246,0,"<0.05"
10636980,"2L","Sel",0.216245,0,0,500247,0,"<0.05"
10639740,"2L","Sel",0.1468326,0,0,500308,0,"<0.05"
10642488,"2L","Sel",0.1417172,0,0,500360,0,"<0.05"
10642495,"2L","Sel",0.1216969,0,0,500361,0,"<0.05"
10706216,"2L","Sel",0.2061969,0,0,501883,0,"<0.05"
10706314,"2L","Sel",0.1248803,0,0,501886,0,"<0.05"
10732053,"2L","Sel",0.1260246,0,0,502659,0,"<0.05"
10732387,"2L","Sel",0.1311422,0,0,502665,0,"<0.05"
10751659,"2L","Sel",0.2122767,0,0,502950,0,"<0.05"
10784600,"2L","Sel",0.1857565,0,0,503584,0,"<0.05"
10787789,"2L","Sel",0.2074373,0,0,503652,0,"<0.05"
10825942,"2L","Sel",0.1783868,0,0,504611,0,"<0.05"
10827006,"2L","Sel",0.1931897,0,0,504643,0,"<0.05"
10827122,"2L","Sel",0.1872408,0,0,504657,0,"<0.05"
10827164,"2L","Sel",0.1901485,0,0,504663,0,"<0.05"
10843726,"2L","Sel",0.2333516,0,0,505137,0,"<0.05"
10843727,"2L","Sel",0.2326725,0,0,505138,0,"<0.05"
10856766,"2L","Sel",0.1682991,0,0,505514,0,"<0.05"
10862244,"2L","Sel",0.1836401,0,0,505667,0,"<0.05"
10862360,"2L","Sel",0.2012924,0,0,505673,0,"<0.05"
10866483,"2L","Sel",0.2113283,0,0,505750,0,"<0.05"
10866522,"2L","Sel",0.2118384,0,0,505757,0,"<0.05"
10866525,"2L","Sel",0.2213942,0,0,505759,0,"<0.05"
10894627,"2L","Sel",0.2136255,0,0,506347,0,"<0.05"
10915181,"2L","Sel",0.1523432,0,0,506802,0,"<0.05"
10915275,"2L","Sel",0.1983643,0,0,506803,0,"<0.05"
10919170,"2L","Sel",0.1822125,0,0,506862,0,"<0.05"
10927271,"2L","Sel",0.2066686,0,0,507073,0,"<0.05"
10933022,"2L","Sel",0.1998559,0,0,507239,0,"<0.05"
10934975,"2L","Sel",0.1680621,0,0,507299,0,"<0.05"
10938767,"2L","Sel",0.185562,0,0,507424,0,"<0.05"
10963729,"2L","Sel",0.1732377,0,0,507891,0,"<0.05"
11020359,"2L","Sel",0.1735056,0,0,508906,0,"<0.05"
11025977,"2L","Sel",0.2208662,0,0,509017,0,"<0.05"
11029160,"2L","Sel",0.1911412,0,0,509080,0,"<0.05"
11055110,"2L","Sel",0.123447,0,0,509488,0,"<0.05"
11064991,"2L","Sel",0.2383128,0,0,509664,0,"<0.05"
11065716,"2L","Sel",0.1745308,0,0,509691,0,"<0.05"
11066133,"2L","Sel",0.1321436,0,0,509697,0,"<0.05"
11066160,"2L","Sel",0.1339535,0,0,509698,0,"<0.05"
11066197,"2L","Sel",0.153064,0,0,509699,0,"<0.05"
11076962,"2L","Sel",0.1339153,0,0,509926,0,"<0.05"
11093702,"2L","Sel",0.2023438,0,0,510377,0,"<0.05"
11095396,"2L","Sel",0.2319342,0,0,510405,0,"<0.05"
11140020,"2L","Sel",0.1562499,0,0,511049,0,"<0.05"
11140051,"2L","Sel",0.1593995,0,0,511051,0,"<0.05"
11147366,"2L","Sel",0.2483475,0,0,511264,0,"<0.05"
11147384,"2L","Sel",0.2490208,0,0,511265,0,"<0.05"
11147533,"2L","Sel",0.188356,0,0,511268,0,"<0.05"
11150009,"2L","Sel",0.202823,0,0,511349,0,"<0.05"
11183365,"2L","Sel",0.2197046,0,0,512203,0,"<0.05"
11183376,"2L","Sel",0.216792,0,0,512205,0,"<0.05"
11185219,"2L","Sel",0.1785446,0,0,512262,0,"<0.05"
11188224,"2L","Sel",0.1603671,0,0,512326,0,"<0.05"
11188350,"2L","Sel",0.2319312,0,0,512328,0,"<0.05"
11188945,"2L","Sel",0.1868515,0,0,512334,0,"<0.05"
11193631,"2L","Sel",0.179413,0,0,512505,0,"<0.05"
11221050,"2L","Sel",0.1998611,0,0,513021,0,"<0.05"
11225353,"2L","Sel",0.2106506,0,0,513110,0,"<0.05"
11229518,"2L","Sel",0.1878163,0,0,513213,0,"<0.05"
11229519,"2L","Sel",0.2044983,0,0,513214,0,"<0.05"
11254614,"2L","Sel",0.1064455,0,0,513675,0,"<0.05"
11308698,"2L","Sel",0.1218317,0,0,514558,0,"<0.05"
11310856,"2L","Sel",0.1145823,0,0,514613,0,"<0.05"
11403899,"2L","Sel",0.1494697,0,0,516662,0,"<0.05"
11404367,"2L","Sel",0.1305941,0,0,516670,0,"<0.05"
11404752,"2L","Sel",0.1382788,0,0,516672,0,"<0.05"
11404763,"2L","Sel",0.1389264,0,0,516673,0,"<0.05"
11404769,"2L","Sel",0.1361919,0,0,516674,0,"<0.05"
11426081,"2L","Sel",0.2426537,0,0,517131,0,"<0.05"
11426083,"2L","Sel",0.2355854,0,0,517132,0,"<0.05"
11435288,"2L","Sel",0.2322764,0,0,517375,0,"<0.05"
11476271,"2L","Sel",0.1587537,0,0,518199,0,"<0.05"
11487161,"2L","Sel",0.1110092,0,0,518522,0,"<0.05"
11496068,"2L","Sel",0.1623525,0,0,518732,0,"<0.05"
11497186,"2L","Sel",0.1432703,0,0,518769,0,"<0.05"
11497642,"2L","Sel",0.1928987,0,0,518782,0,"<0.05"
11497865,"2L","Sel",0.2535144,0,0,518791,0,"<0.05"
11497874,"2L","Sel",0.2465222,0,0,518792,0,"<0.05"
11508635,"2L","Sel",0.1555604,0,0,519128,0,"<0.05"
11514196,"2L","Sel",0.1812991,0,0,519217,0,"<0.05"
11514250,"2L","Sel",0.225186,0,0,519218,0,"<0.05"
11514688,"2L","Sel",0.167266,0,0,519220,0,"<0.05"
11517097,"2L","Sel",0.2023358,0,0,519246,0,"<0.05"
11520237,"2L","Sel",0.2237092,0,0,519315,0,"<0.05"
11535517,"2L","Sel",0.2029143,0,0,519688,0,"<0.05"
11536113,"2L","Sel",0.2311755,0,0,519710,0,"<0.05"
11539219,"2L","Sel",0.1798601,0,0,519787,0,"<0.05"
11540095,"2L","Sel",0.1937687,0,0,519815,0,"<0.05"
11550537,"2L","Sel",0.1656552,0,0,519888,0,"<0.05"
11578470,"2L","Sel",0.2268787,0,0,520259,0,"<0.05"
11589636,"2L","Sel",0.1698029,0,0,520427,0,"<0.05"
11589826,"2L","Sel",0.2106533,0,0,520433,0,"<0.05"
11595510,"2L","Sel",0.1608173,0,0,520585,0,"<0.05"
11645738,"2L","Sel",0.1441268,0,0,521603,0,"<0.05"
11659357,"2L","Sel",0.1477556,0,0,521902,0,"<0.05"
11712245,"2L","Sel",0.139517,0,0,523024,0,"<0.05"
11730502,"2L","Sel",0.1585401,0,0,523217,0,"<0.05"
11744384,"2L","Sel",0.1757771,0,0,523545,0,"<0.05"
11917863,"2L","Sel",0.100095,0,0,527606,0,"<0.05"
11966599,"2L","Sel",0.1286277,0,0,529014,0,"<0.05"
12094088,"2L","Sel",0.1437231,0,0,531067,0,"<0.05"
12166337,"2L","Sel",0.179148,0,0,533086,0,"<0.05"
12209175,"2L","Sel",0.1287958,0,0,534338,0,"<0.05"
12224490,"2L","Sel",0.1366973,0,0,534522,0,"<0.05"
12226933,"2L","Sel",0.1192572,0,0,534631,0,"<0.05"
12239574,"2L","Sel",0.1091275,0,0,534897,0,"<0.05"
12420710,"2L","Sel",0.08720792,0,0,539495,0,"<0.05"
12420730,"2L","Sel",0.08587377,0,0,539497,0,"<0.05"
12502489,"2L","Sel",0.1363325,0,0,541467,0,"<0.05"
13088260,"2L","Sel",0.158022,0,0,552831,0,"<0.05"
13179871,"2L","Sel",0.1426145,0,0,554601,0,"<0.05"
13272094,"2L","Sel",0.1347339,0,0,556148,0,"<0.05"
13272119,"2L","Sel",0.1243076,0,0,556149,0,"<0.05"
13272412,"2L","Sel",0.1772197,0,0,556158,0,"<0.05"
13319459,"2L","Sel",0.2090755,0,0,557116,0,"<0.05"
13477188,"2L","Sel",0.2184758,0,0,559997,0,"<0.05"
13719325,"2L","Sel",0.1077006,0,0,564076,0,"<0.05"
13755492,"2L","Sel",0.1543055,0,0,564814,0,"<0.05"
13838764,"2L","Sel",0.1709895,0,0,566138,0,"<0.05"
13921514,"2L","Sel",0.09347225,0,0,567964,0,"<0.05"
13922915,"2L","Sel",0.1108004,0,0,567995,0,"<0.05"
13974703,"2L","Sel",0.09790304,0,0,569397,0,"<0.05"
13986240,"2L","Sel",0.08884544,0,0,569743,0,"<0.05"
14001506,"2L","Sel",0.1147072,0,0,570135,0,"<0.05"
14001533,"2L","Sel",0.1133922,0,0,570137,0,"<0.05"
14001536,"2L","Sel",0.1141799,0,0,570138,0,"<0.05"
14001547,"2L","Sel",0.1162687,0,0,570141,0,"<0.05"
14001556,"2L","Sel",0.1345774,0,0,570142,0,"<0.05"
14001563,"2L","Sel",0.1344949,0,0,570143,0,"<0.05"
14001569,"2L","Sel",0.1346184,0,0,570144,0,"<0.05"
14001799,"2L","Sel",0.1071724,0,0,570153,0,"<0.05"
14022290,"2L","Sel",0.1467193,0,0,570703,0,"<0.05"
14035191,"2L","Sel",0.1326335,0,0,570983,0,"<0.05"
14049460,"2L","Sel",0.1184308,0,0,571336,0,"<0.05"
14055160,"2L","Sel",0.1448215,0,0,571450,0,"<0.05"
14082863,"2L","Sel",0.17807,0,0,572005,0,"<0.05"
14122011,"2L","Sel",0.1646804,0,0,572568,0,"<0.05"
14126852,"2L","Sel",0.1301088,0,0,572666,0,"<0.05"
14144880,"2L","Sel",0.1856723,0,0,572960,0,"<0.05"
14246743,"2L","Sel",0.1028721,0,0,575055,0,"<0.05"
14260222,"2L","Sel",0.1862806,0,0,575368,0,"<0.05"
14260310,"2L","Sel",0.1847368,0,0,575370,0,"<0.05"
14331994,"2L","Sel",0.1348662,0,0,576749,0,"<0.05"
14332021,"2L","Sel",0.1190979,0,0,576750,0,"<0.05"
14332313,"2L","Sel",0.1230123,0,0,576759,0,"<0.05"
14365206,"2L","Sel",0.1075334,0,0,577666,0,"<0.05"
14366967,"2L","Sel",0.1523631,0,0,577723,0,"<0.05"
14366980,"2L","Sel",0.1709556,0,0,577724,0,"<0.05"
14374890,"2L","Sel",0.1342483,0,0,577926,0,"<0.05"
14401984,"2L","Sel",0.1319426,0,0,578722,0,"<0.05"
14401990,"2L","Sel",0.1613041,0,0,578723,0,"<0.05"
14444455,"2L","Sel",0.1055463,0,0,579817,0,"<0.05"
14475289,"2L","Sel",0.1215649,0,0,580616,0,"<0.05"
14521632,"2L","Sel",0.1047776,0,0,581533,0,"<0.05"
14546685,"2L","Sel",0.1152281,0,0,582064,0,"<0.05"
14555249,"2L","Sel",0.1225181,0,0,582265,0,"<0.05"
14563178,"2L","Sel",0.1521217,0,0,582388,0,"<0.05"
14661164,"2L","Sel",0.2075981,0,0,584254,0,"<0.05"
14661180,"2L","Sel",0.2119417,0,0,584255,0,"<0.05"
14661182,"2L","Sel",0.2181408,0,0,584256,0,"<0.05"
14729560,"2L","Sel",0.1450724,0,0,585534,0,"<0.05"
14904191,"2L","Sel",0.1279985,0,0,588899,0,"<0.05"
14984414,"2L","Sel",0.1232077,0,0,590401,0,"<0.05"
15083951,"2L","Sel",0.105458,0,0,592279,0,"<0.05"
15140416,"2L","Sel",0.1637005,0,0,593627,0,"<0.05"
15167102,"2L","Sel",0.1075981,0,0,594231,0,"<0.05"
15175699,"2L","Sel",0.1114518,0,0,594363,0,"<0.05"
15236412,"2L","Sel",0.09625406,0,0,595581,0,"<0.05"
15273357,"2L","Sel",0.1146352,0,0,596254,0,"<0.05"
15377877,"2L","Sel",0.1053517,0,0,598458,0,"<0.05"
15386524,"2L","Sel",0.1245802,0,0,598611,0,"<0.05"
15387678,"2L","Sel",0.1850808,0,0,598633,0,"<0.05"
15387682,"2L","Sel",0.2044989,0,0,598634,0,"<0.05"
15412796,"2L","Sel",0.1099513,0,0,599092,0,"<0.05"
15412810,"2L","Sel",0.1217852,0,0,599094,0,"<0.05"
15441332,"2L","Sel",0.1284789,0,0,599658,0,"<0.05"
15466674,"2L","Sel",0.0988484,0,0,600113,0,"<0.05"
15477352,"2L","Sel",0.09977839,0,0,600370,0,"<0.05"
15501231,"2L","Sel",0.1268319,0,0,600869,0,"<0.05"
15516052,"2L","Sel",0.1758456,0,0,601165,0,"<0.05"
15516053,"2L","Sel",0.1662751,0,0,601166,0,"<0.05"
15525515,"2L","Sel",0.1124215,0,0,601285,0,"<0.05"
15555369,"2L","Sel",0.1116912,0,0,601959,0,"<0.05"
15738584,"2L","Sel",0.1178471,0,0,604109,0,"<0.05"
15792386,"2L","Sel",0.1461951,0,0,605266,0,"<0.05"
15811060,"2L","Sel",0.09400056,0,0,605644,0,"<0.05"
15811666,"2L","Sel",0.1272746,0,0,605676,0,"<0.05"
15812053,"2L","Sel",0.1401307,0,0,605681,0,"<0.05"
15812074,"2L","Sel",0.09671691,0,0,605682,0,"<0.05"
15813969,"2L","Sel",0.1155793,0,0,605713,0,"<0.05"
15821432,"2L","Sel",0.1213155,0,0,605887,0,"<0.05"
15822489,"2L","Sel",0.1071424,0,0,605913,0,"<0.05"
15826722,"2L","Sel",0.1121096,0,0,605997,0,"<0.05"
15826755,"2L","Sel",0.104605,0,0,605999,0,"<0.05"
15829371,"2L","Sel",0.1307335,0,0,606012,0,"<0.05"
15829444,"2L","Sel",0.1269026,0,0,606016,0,"<0.05"
15829583,"2L","Sel",0.1350193,0,0,606023,0,"<0.05"
15830143,"2L","Sel",0.1743053,0,0,606051,0,"<0.05"
15831336,"2L","Sel",0.1307032,0,0,606083,0,"<0.05"
15883347,"2L","Sel",0.1577506,0,0,606974,0,"<0.05"
15883369,"2L","Sel",0.1392773,0,0,606975,0,"<0.05"
15883377,"2L","Sel",0.1351291,0,0,606976,0,"<0.05"
15883414,"2L","Sel",0.1291766,0,0,606977,0,"<0.05"
15971992,"2L","Sel",0.1331154,0,0,608292,0,"<0.05"
15997437,"2L","Sel",0.1775776,0,0,608630,0,"<0.05"
