"position","chr","Effects","mean_p","number","adjustP","logAdjustP"
1057442,"2L","TreatmentSel:Generation",5.23265397418296e-10,468364,0.00166868916624377,2.77762455364863
1057921,"2L","TreatmentSel:Generation",1.54955729860653e-09,468375,0.00494152582879783,2.30613893028489
1058072,"2L","TreatmentSel:Generation",4.21847344886856e-09,468378,0.0134526780806542,1.87119125024348
1058075,"2L","TreatmentSel:Generation",2.68678213256105e-09,468380,0.00856812672648014,2.06711411871635
1058160,"2L","TreatmentSel:Generation",1.0649501596514e-09,468385,0.00339611753952704,2.46901728724887
1058211,"2L","TreatmentSel:Generation",2.2363085361485e-10,468386,0.000713157003130928,3.1468148487074
1058217,"2L","TreatmentSel:Generation",2.25112948055673e-11,468387,7.17883390445956e-05,4.14394609475315
1058254,"2L","TreatmentSel:Generation",1.07870985895815e-12,468388,3.43999711053865e-06,5.46344192221848
1058257,"2L","TreatmentSel:Generation",4.93007789600771e-14,468389,1.57219789697454e-07,6.80349278898701
1058261,"2L","TreatmentSel:Generation",2.74276687642427e-13,468390,8.74666162678198e-07,6.05815767425934
1058279,"2L","TreatmentSel:Generation",4.82408805463378e-13,468391,1.53839782135227e-06,5.81293134380816
1058340,"2L","TreatmentSel:Generation",1.58729268955335e-14,468392,5.06186368864412e-08,7.29568955417317
1058354,"2L","TreatmentSel:Generation",3.55343392135697e-13,468393,1.1331872347736e-06,5.9456983264024
1059532,"2L","TreatmentSel:Generation",1.28884790250818e-08,468418,0.0411012565031537,1.38614490113987
1060375,"2L","TreatmentSel:Generation",4.20287719801324e-14,468450,1.34029417614466e-07,6.87279986950487
1060456,"2L","TreatmentSel:Generation",5.67497173770198e-09,468454,0.0180974394717577,1.74238286722752
1060460,"2L","TreatmentSel:Generation",1.97136942956008e-13,468455,6.28668133991166e-07,6.20157855266482
1060468,"2L","TreatmentSel:Generation",8.60141083228183e-11,468456,0.000274298303328601,3.56177687871448
1060498,"2L","TreatmentSel:Generation",6.22940415857773e-11,468458,0.000198655200264711,3.70190006178552
1060504,"2L","TreatmentSel:Generation",4.50879079399586e-11,468459,0.000143784977717264,3.84228648554768
1060547,"2L","TreatmentSel:Generation",1.21223794635485e-08,468460,0.0386581711302204,1.41275869575084
1060614,"2L","TreatmentSel:Generation",1.16328144498083e-09,468465,0.00370969522179231,2.43066176934209
1060618,"2L","TreatmentSel:Generation",2.26826337829333e-09,468466,0.0072334737672704,2.14065308919944
1060623,"2L","TreatmentSel:Generation",2.52555747703974e-09,468467,0.00805398258981992,2.0939893135358
1060624,"2L","TreatmentSel:Generation",5.00152985800772e-09,468468,0.0159498387049478,1.79724370445039
1060685,"2L","TreatmentSel:Generation",3.44864659439898e-12,468469,1.09977064003656e-05,4.95869787861696
1060919,"2L","TreatmentSel:Generation",2.40720786213321e-09,468474,0.00767656661467991,2.11483297706489
1061034,"2L","TreatmentSel:Generation",5.72208446247139e-13,468477,1.82476815741456e-06,5.7387923061947
1061577,"2L","TreatmentSel:Generation",9.65099070665077e-09,468487,0.0307769321555836,1.51177467281849
1061705,"2L","TreatmentSel:Generation",1.18352169701337e-09,468489,0.00377424122360205,2.42317034616066
1062178,"2L","TreatmentSel:Generation",7.88854683372926e-11,468494,0.000251565127443879,3.59934956198813
1062852,"2L","TreatmentSel:Generation",6.12898426150118e-10,468504,0.00195452817780532,2.70895806410247
1062853,"2L","TreatmentSel:Generation",4.81737130625062e-10,468505,0.00153625585566628,2.81353644872472
1062854,"2L","TreatmentSel:Generation",1.78860073119247e-09,468506,0.00570383342296693,2.24383316628078
1063640,"2L","TreatmentSel:Generation",2.05804859556149e-09,468539,0.00656310050685682,2.18289094493718
1063659,"2L","TreatmentSel:Generation",8.19849598421e-10,468540,0.00261449381056778,2.58261238196186
1063660,"2L","TreatmentSel:Generation",4.00493901957805e-09,468541,0.0127717184939223,1.89375066246923
1063816,"2L","TreatmentSel:Generation",1.22568377175213e-08,468549,0.0390869574264738,1.40796813423187
1064698,"2L","TreatmentSel:Generation",2.20805036612041e-09,468566,0.00704145495315507,2.15233759471574
1064875,"2L","TreatmentSel:Generation",1.26896297193022e-08,468570,0.0404671276578169,1.39289762058078
1065135,"2L","TreatmentSel:Generation",8.58541286057916e-11,468577,0.00027378812929084,3.56258538562221
1065226,"2L","TreatmentSel:Generation",7.85341579793088e-10,468582,0.00250444801522752,2.60128797852194
1065228,"2L","TreatmentSel:Generation",2.21093049710897e-10,468583,0.000705063966783653,3.15177147994344
1065237,"2L","TreatmentSel:Generation",1.45319169967122e-10,468584,0.000463421670471793,3.33402366164171
1068402,"2L","TreatmentSel:Generation",8.2701404483082e-09,468658,0.0263734117285313,1.57883368518446
1068575,"2L","TreatmentSel:Generation",1.94487615890494e-10,468666,0.000620219451173857,3.2074546176456
1068602,"2L","TreatmentSel:Generation",8.56816547633974e-11,468672,0.000273238111587236,3.56345872483803
1068629,"2L","TreatmentSel:Generation",2.34924629901315e-12,468677,7.49172765358256e-06,5.12541801889639
1069057,"2L","TreatmentSel:Generation",3.50034274803278e-10,468683,0.00111625650207346,2.95223599837762
1070940,"2L","TreatmentSel:Generation",1.88543365336852e-10,468719,0.000601263283712298,3.22093531564227
1071021,"2L","TreatmentSel:Generation",5.1569215654205e-13,468721,1.64453816167534e-06,5.78395604421676
1071163,"2L","TreatmentSel:Generation",4.96386178367608e-10,468724,0.00158297155172487,2.80052688996388
1072805,"2L","TreatmentSel:Generation",2.40793690907457e-09,468755,0.00767889153954352,2.11470146655746
1073164,"2L","TreatmentSel:Generation",1.18799649503035e-08,468761,0.0378851131867981,1.42153141090027
1073165,"2L","TreatmentSel:Generation",1.14417856431086e-08,468762,0.0364877628815883,1.43785276305259
1073303,"2L","TreatmentSel:Generation",3.58147415589666e-11,468764,0.000114212924313612,3.94228474862527
1073357,"2L","TreatmentSel:Generation",1.87200440847445e-09,468765,0.00596980708258975,2.22403970309516
1073525,"2L","TreatmentSel:Generation",1.16959273280361e-08,468766,0.0372982186816883,1.42831190908103
1073851,"2L","TreatmentSel:Generation",6.4147697903773e-10,468770,0.00204566495433549,2.68916549496333
1073994,"2L","TreatmentSel:Generation",2.83822038282497e-14,468771,9.05106209506577e-08,7.04330045560564
1074071,"2L","TreatmentSel:Generation",5.82841297870269e-16,468772,1.8586762361779e-09,8.73079625363156
1074102,"2L","TreatmentSel:Generation",8.31528531799697e-16,468773,2.65173783568098e-09,8.57646941471113
1074638,"2L","TreatmentSel:Generation",2.75122065906452e-09,468776,0.00877362067199148,2.05682114627278
1075117,"2L","TreatmentSel:Generation",1.90578170114033e-10,468788,0.00060775225986829,3.21627341759939
1075212,"2L","TreatmentSel:Generation",2.65937100643787e-13,468790,8.48071286456233e-07,6.07156764065205
1075385,"2L","TreatmentSel:Generation",6.82537188873859e-12,468792,2.17660563502123e-05,4.662220250816
1075417,"2L","TreatmentSel:Generation",4.59770496209458e-10,468793,0.00146620443424799,2.83380547138939
1075549,"2L","TreatmentSel:Generation",1.45360918370313e-09,468794,0.0046355480579558,2.33389891211819
1076816,"2L","TreatmentSel:Generation",3.243620651524e-10,468814,0.00103438803087448,2.98531651341308
1077188,"2L","TreatmentSel:Generation",4.43616898560521e-12,468817,1.41469074057431e-05,4.84933848900288
1077750,"2L","TreatmentSel:Generation",2.2414573222087e-10,468829,0.000714798946886497,3.14581609601211
1077770,"2L","TreatmentSel:Generation",5.45719773892077e-09,468831,0.0174029599318364,1.75937687972094
1077871,"2L","TreatmentSel:Generation",8.81157815161453e-09,468837,0.0281000522328735,1.55129287281991
1077907,"2L","TreatmentSel:Generation",3.3556208266237e-12,468838,1.07010479711364e-05,4.9705736890629
1077978,"2L","TreatmentSel:Generation",7.46922368582916e-12,468840,2.38192945803197e-05,4.62307110449938
1077986,"2L","TreatmentSel:Generation",2.61969073474582e-11,468841,8.35417279557854e-05,4.07809654614174
1077988,"2L","TreatmentSel:Generation",4.50697961284112e-12,468842,1.43727219295134e-05,4.84246097667963
1078137,"2L","TreatmentSel:Generation",3.4701615360852e-09,468845,0.0110663173772834,1.95599687856192
1078139,"2L","TreatmentSel:Generation",1.49060665424817e-09,468846,0.00475353269554418,2.32298351459812
1078517,"2L","TreatmentSel:Generation",7.26627573740766e-09,468853,0.0231720951963871,1.635034695986
1078675,"2L","TreatmentSel:Generation",7.15358766827071e-10,468859,0.0022812733845414,2.64182266637469
1078678,"2L","TreatmentSel:Generation",1.68712319375562e-10,468860,0.000538022236790111,3.26919977430449
1078766,"2L","TreatmentSel:Generation",2.66144357111668e-09,468866,0.00848732225674253,2.07122930770104
1078770,"2L","TreatmentSel:Generation",1.05753325512538e-08,468867,0.0337246509032879,1.47205253718046
1078771,"2L","TreatmentSel:Generation",1.98477702329146e-09,468868,0.00632943804906028,2.19863484654281
1079088,"2L","TreatmentSel:Generation",1.52410175733502e-08,468880,0.0486034831132731,1.31333260640293
1079090,"2L","TreatmentSel:Generation",8.98848608770399e-10,468881,0.00286642102257993,2.54266001967694
1079150,"2L","TreatmentSel:Generation",1.73130702347666e-09,468884,0.00552112424741087,2.25797247938445
1079207,"2L","TreatmentSel:Generation",2.80070877664867e-10,468885,0.000893143788306239,3.04907861788522
1079393,"2L","TreatmentSel:Generation",1.44294259438294e-09,468889,0.00460153238994643,2.33709751665046
1079406,"2L","TreatmentSel:Generation",8.17422195549602e-09,468891,0.0260675284223012,1.58390014426094
1079417,"2L","TreatmentSel:Generation",2.24567899230648e-10,468892,0.000716145234103341,3.14499889393027
1079424,"2L","TreatmentSel:Generation",5.78386275319373e-09,468893,0.0184446920490328,1.73412859131938
1079631,"2L","TreatmentSel:Generation",9.91984638057582e-10,468895,0.00316343107488853,2.4998416235477
1079681,"2L","TreatmentSel:Generation",2.07967826638988e-09,468898,0.0066320773540912,2.17835041697843
1079901,"2L","TreatmentSel:Generation",5.47877650205762e-09,468908,0.0174717744348497,1.75766298579383
1079933,"2L","TreatmentSel:Generation",9.10526515652198e-10,468910,0.00290366177420273,2.53705397273506
1079987,"2L","TreatmentSel:Generation",5.06203965199777e-09,468913,0.0161428039539037,1.79202102748614
1080035,"2L","TreatmentSel:Generation",7.20201989426934e-10,468916,0.00229671838266658,2.63889225354331
1080038,"2L","TreatmentSel:Generation",6.49311490937539e-10,468917,0.00207064915010788,2.68389348154128
1080078,"2L","TreatmentSel:Generation",3.31187751273371e-10,468919,0.00105615508930877,2.97627230388035
1080101,"2L","TreatmentSel:Generation",1.54614799494173e-16,468920,4.93065358668522e-10,9.30709550865845
1080119,"2L","TreatmentSel:Generation",1.1770055494765e-17,468921,3.75346128123615e-11,10.4255680597316
1080153,"2L","TreatmentSel:Generation",8.06086689434519e-10,468922,0.00257060400391317,2.5899648203471
1080185,"2L","TreatmentSel:Generation",9.21919237764169e-11,468923,0.000293999307387603,3.53165369271062
1080311,"2L","TreatmentSel:Generation",1.48981182862805e-08,468925,0.0475099800300023,1.32321515212892
1080726,"2L","TreatmentSel:Generation",1.09684731185762e-09,468932,0.00349783730273547,2.45620039501957
1080803,"2L","TreatmentSel:Generation",9.17858521517311e-10,468934,0.00292704348225053,2.53357082592248
1080820,"2L","TreatmentSel:Generation",3.51194669084395e-11,468935,0.000111995699015278,3.95079865527444
1080825,"2L","TreatmentSel:Generation",6.15683174289932e-12,468936,1.9634087173452e-05,4.70698928511157
1080882,"2L","TreatmentSel:Generation",2.86265535240804e-10,468946,0.000912898501758641,3.03957750568204
1081229,"2L","TreatmentSel:Generation",5.85655970433866e-17,468953,1.86765220446583e-10,9.72870399520676
1081369,"2L","TreatmentSel:Generation",4.10597780045359e-15,468955,1.30939303578241e-08,7.88292997327297
1081378,"2L","TreatmentSel:Generation",7.81199752768839e-16,468956,2.49123976198181e-09,8.60358447306775
1081438,"2L","TreatmentSel:Generation",8.90253710577403e-21,468957,2.83901196100165e-14,13.5468327777503
1081443,"2L","TreatmentSel:Generation",4.42669608343514e-10,468958,0.0014116698396506,2.85026686389624
1081482,"2L","TreatmentSel:Generation",1.9166251694965e-11,468959,6.11210233252299e-05,4.21380938314997
1081486,"2L","TreatmentSel:Generation",4.57425008542132e-13,468960,1.45872469284079e-06,5.83602666538012
1081546,"2L","TreatmentSel:Generation",1.66103396261337e-19,468965,5.29702401850235e-13,12.2759680578216
1081560,"2L","TreatmentSel:Generation",1.86568738232983e-09,468967,0.00594966213675078,2.22550769583631
1082077,"2L","TreatmentSel:Generation",1.61510984269623e-16,468989,5.15057236747955e-10,9.28814450644896
1082208,"2L","TreatmentSel:Generation",1.95260839651787e-15,468992,6.22685255562831e-09,8.20573141772731
1082268,"2L","TreatmentSel:Generation",2.51166162052578e-11,468993,8.00966881456376e-05,4.09638544084223
1082328,"2L","TreatmentSel:Generation",1.25940477951328e-18,468994,4.01623176662963e-12,11.3961812330981
1082445,"2L","TreatmentSel:Generation",2.54836145340687e-15,468996,8.12670428802287e-09,8.09008554293161
1083269,"2L","TreatmentSel:Generation",5.16524084301737e-11,469021,0.000164719117264557,3.78325599378293
1083669,"2L","TreatmentSel:Generation",2.13000780779412e-09,469027,0.006792577858993,2.16796537484055
1083742,"2L","TreatmentSel:Generation",2.6636529289696e-12,469030,8.49436788126061e-06,5.0708689341457
1083744,"2L","TreatmentSel:Generation",3.39369599753962e-09,469031,0.0108224693865859,1.96567363399766
1083745,"2L","TreatmentSel:Generation",3.65758182744388e-10,469032,0.00116639991870639,2.93315251929476
1083763,"2L","TreatmentSel:Generation",2.75182178701733e-09,469034,0.00877553766422398,2.05672626546588
1083771,"2L","TreatmentSel:Generation",1.12206470779195e-19,469035,3.57825537663086e-13,12.4463286674848
1083772,"2L","TreatmentSel:Generation",2.97444262338755e-19,469036,9.4854737304419e-13,12.0229409743822
1083773,"2L","TreatmentSel:Generation",3.88757344038343e-16,469037,1.23974406007952e-09,8.90666796384417
1083774,"2L","TreatmentSel:Generation",1.99776746127962e-19,469038,6.37086445188103e-13,12.1958016349786
1083775,"2L","TreatmentSel:Generation",7.39201019229816e-20,469039,2.35730613671573e-13,12.6275840132106
1083776,"2L","TreatmentSel:Generation",6.04880676252166e-20,469040,1.92895963752275e-13,12.7146768596472
1083777,"2L","TreatmentSel:Generation",1.04269376143693e-19,469041,3.32514206367227e-13,12.4781897951275
1083846,"2L","TreatmentSel:Generation",5.16725331118339e-09,469044,0.0164783294713374,1.78308681801229
1083916,"2L","TreatmentSel:Generation",9.01917181030051e-10,469049,0.00287620667496738,2.54117991016226
1084145,"2L","TreatmentSel:Generation",7.51713641112082e-11,469053,0.00023972087877973,3.62029413891612
1084823,"2L","TreatmentSel:Generation",4.57355173111353e-09,469066,0.0145850198821072,1.83609297451732
1085348,"2L","TreatmentSel:Generation",8.70434489813513e-14,469082,2.77580862453938e-07,6.55661047920117
1085500,"2L","TreatmentSel:Generation",1.03223969929703e-09,469087,0.00329180414314064,2.48256601248883
1085706,"2L","TreatmentSel:Generation",8.54288374357827e-11,469090,0.000272431879152011,3.56474207396289
1086494,"2L","TreatmentSel:Generation",1.10111881909931e-08,469117,0.0351145910515715,1.45451238506003
1086745,"2L","TreatmentSel:Generation",1.3591812552919e-15,469138,4.33441814967584e-09,8.36306919376911
1086749,"2L","TreatmentSel:Generation",3.05619774610754e-15,469140,9.74619016275497e-09,8.0111651191368
1086756,"2L","TreatmentSel:Generation",3.00687992586711e-14,469141,9.58891602855081e-08,7.01823048453178
1087060,"2L","TreatmentSel:Generation",2.58565178675532e-16,469147,8.24562286274842e-10,9.08377653278628
1087160,"2L","TreatmentSel:Generation",1.26189387528665e-08,469149,0.0402416947313811,1.39532373776851
1087318,"2L","TreatmentSel:Generation",7.42625847844603e-18,469162,2.36822788776965e-11,10.6255765090273
1087327,"2L","TreatmentSel:Generation",2.06993794955785e-09,469165,0.0066010155616364,2.18038924341493
1087331,"2L","TreatmentSel:Generation",7.20007747999223e-10,469166,0.00229609894830754,2.63900940034288
1087355,"2L","TreatmentSel:Generation",4.84905660228345e-10,469169,0.00154636027122291,2.81068931664266
1087463,"2L","TreatmentSel:Generation",7.99019449283297e-09,469177,0.0254806663160884,1.59378921944435
1087476,"2L","TreatmentSel:Generation",2.69195575821575e-17,469178,8.58462537730395e-11,10.0662786521769
1088250,"2L","TreatmentSel:Generation",4.58016673375263e-19,469195,1.46061150726033e-12,11.8354652821418
1088524,"2L","TreatmentSel:Generation",2.71067431124984e-15,469204,8.64431869318126e-09,8.06326923020404
1088666,"2L","TreatmentSel:Generation",1.18867926647246e-10,469210,0.000379068867134655,3.42128188264516
1089378,"2L","TreatmentSel:Generation",4.03216856740929e-09,469238,0.0128585533041197,1.89080789046161
1089428,"2L","TreatmentSel:Generation",3.37742403989671e-12,469240,1.07705782438383e-05,4.96776097995487
1089437,"2L","TreatmentSel:Generation",4.91286038860327e-13,469241,1.56670724763727e-06,5.80501214750947
1089456,"2L","TreatmentSel:Generation",6.98382531928844e-10,469242,0.00222713630726083,2.65225320205907
1089672,"2L","TreatmentSel:Generation",2.76538533002633e-13,469244,8.81879169437133e-07,6.05459091559554
1089693,"2L","TreatmentSel:Generation",1.61862258823001e-11,469245,5.16177448488479e-05,4.287200973467
1089830,"2L","TreatmentSel:Generation",1.29303032626789e-08,469262,0.0412346336622569,1.38473785945339
1089846,"2L","TreatmentSel:Generation",5.978681501595e-18,469264,1.90659674791344e-11,10.7197411520904
1089884,"2L","TreatmentSel:Generation",3.97559984591152e-12,469267,1.26781561038131e-05,4.89694390514274
1089993,"2L","TreatmentSel:Generation",3.54281081688902e-11,469273,0.000112979953525726,3.94699860824658
1090358,"2L","TreatmentSel:Generation",5.49847985779482e-11,469293,0.000175346082786688,3.75610393176781
1090390,"2L","TreatmentSel:Generation",3.5366426455422e-09,469295,0.0112783251034929,1.94775539080654
1090452,"2L","TreatmentSel:Generation",3.47104709208479e-09,469297,0.0110691414082816,1.95588606440643
1090501,"2L","TreatmentSel:Generation",2.09099985767505e-11,469300,6.66818181812686e-05,4.1759925669825
1090525,"2L","TreatmentSel:Generation",3.02748282965797e-12,469301,9.65461852391663e-06,5.01526488151493
1090528,"2L","TreatmentSel:Generation",1.67665180104361e-13,469302,5.34682918031365e-07,6.27190369045216
1090538,"2L","TreatmentSel:Generation",7.3080508406867e-15,469303,2.33053156665432e-08,7.63254501024655
1090546,"2L","TreatmentSel:Generation",3.97964614543331e-15,469304,1.26910597206177e-08,7.89650211221569
1090708,"2L","TreatmentSel:Generation",5.43359781465046e-10,469305,0.00173276999621378,2.76125908068159
1091584,"2L","TreatmentSel:Generation",6.39778550169787e-10,469361,0.00204024867826305,2.6903168948215
1091738,"2L","TreatmentSel:Generation",8.52994989968674e-10,469366,0.00272019419905018,2.56540008987564
1091739,"2L","TreatmentSel:Generation",6.00168196823429e-10,469367,0.00191393157832434,2.71807359199665
1091777,"2L","TreatmentSel:Generation",1.40246076805427e-13,469369,4.47243616963891e-07,6.34945584894313
1091781,"2L","TreatmentSel:Generation",4.15930950509373e-14,469370,1.32640047372679e-07,6.87732533168457
1091889,"2L","TreatmentSel:Generation",2.63036417769732e-09,469376,0.00838821031976334,2.07633068889249
1091890,"2L","TreatmentSel:Generation",1.60116203510838e-09,469377,0.00510609292066434,2.29191128617012
1092046,"2L","TreatmentSel:Generation",3.07833518422131e-15,469379,9.8167862758003e-09,8.00803066405797
1092047,"2L","TreatmentSel:Generation",1.10247703964316e-15,469380,3.51579045960571e-09,8.4539770166895
1092240,"2L","TreatmentSel:Generation",3.39476806751135e-11,469384,0.000108258882091491,3.96553646185611
1092311,"2L","TreatmentSel:Generation",4.67177074225822e-09,469391,0.0148982395228955,1.82686504773963
1092318,"2L","TreatmentSel:Generation",2.3211307535363e-10,469398,0.000740206740398123,3.13064696449302
1092319,"2L","TreatmentSel:Generation",6.36848553893608e-11,469399,0.000203090494357828,3.69231040325473
1092320,"2L","TreatmentSel:Generation",1.32763546540386e-10,469400,0.000423381887808917,3.37326772494885
1092321,"2L","TreatmentSel:Generation",1.14025108234533e-08,469401,0.0363625157959061,1.43934607708697
1092752,"2L","TreatmentSel:Generation",4.82603560192366e-18,469412,1.53901889262497e-11,10.8127560488414
1092769,"2L","TreatmentSel:Generation",1.40643817269541e-21,469415,4.48512008122029e-15,14.3482259249915
1092796,"2L","TreatmentSel:Generation",2.19031834774507e-12,469418,6.98490768841224e-06,5.15583932908854
1092797,"2L","TreatmentSel:Generation",5.92808042781348e-11,469419,0.000189046010596538,3.72343248304194
1092808,"2L","TreatmentSel:Generation",1.38991672665996e-08,469421,0.0443243332198481,1.35335778886001
1093771,"2L","TreatmentSel:Generation",3.5859935791029e-14,469509,1.14357048358105e-07,6.94173706263838
1093800,"2L","TreatmentSel:Generation",2.14995264129169e-09,469512,0.00685618177345808,2.16391767676699
1095810,"2L","TreatmentSel:Generation",5.18478586931661e-12,469654,1.65342406589637e-05,4.78161574542487
1095974,"2L","TreatmentSel:Generation",6.9799080450336e-10,469658,0.00222588709163478,2.65249686907751
1096035,"2L","TreatmentSel:Generation",2.19068707827965e-09,469662,0.00698608356713718,2.15576622366123
1096286,"2L","TreatmentSel:Generation",7.2032883774236e-10,469665,0.00229712290092968,2.6388157685108
1096288,"2L","TreatmentSel:Generation",5.98356511266297e-12,469667,1.90815412757613e-05,4.71938654889167
1096406,"2L","TreatmentSel:Generation",4.62654776362716e-13,469670,1.47540238058249e-06,5.83108952013682
1096827,"2L","TreatmentSel:Generation",1.19392892387763e-11,469696,3.80742978681436e-05,4.41936809678516
1096937,"2L","TreatmentSel:Generation",3.04640895777774e-12,469701,9.71497379508156e-06,5.01255836651729
1097135,"2L","TreatmentSel:Generation",1.85666940113251e-19,469707,5.92090386685636e-13,12.2276119901649
1097167,"2L","TreatmentSel:Generation",4.13244893091657e-18,469709,1.31783465811015e-11,10.8801390750036
1097188,"2L","TreatmentSel:Generation",5.97847539222643e-15,469710,1.9065310198007e-08,7.71975612423837
1097279,"2L","TreatmentSel:Generation",2.00116252258786e-09,469713,0.00638169127523252,2.19506420934119
1097280,"2L","TreatmentSel:Generation",2.2013381672851e-09,469714,0.00702004980476686,2.15365980669374
1097426,"2L","TreatmentSel:Generation",4.84858762522427e-09,469717,0.0154621071481392,1.81073132151401
1097492,"2L","TreatmentSel:Generation",8.35083434325651e-10,469723,0.00266307439139703,2.57461670163392
1097493,"2L","TreatmentSel:Generation",7.45064531099601e-10,469724,0.00237600482916038,2.6241526809991
1097501,"2L","TreatmentSel:Generation",3.55762609269423e-10,469725,0.00113452411485931,2.94518626854147
1097541,"2L","TreatmentSel:Generation",2.11075657416493e-16,469726,6.73118582895938e-10,9.17190841963823
1097581,"2L","TreatmentSel:Generation",1.03542885882312e-11,469727,3.30197434735605e-05,4.48122630504203
1097751,"2L","TreatmentSel:Generation",2.03227278862982e-09,469729,0.00648090166475819,2.18836456808193
1097869,"2L","TreatmentSel:Generation",5.74539077356218e-11,469731,0.000183220052137636,3.7370269976105
1098188,"2L","TreatmentSel:Generation",9.04689025240972e-12,469750,2.88504606398126e-05,4.53984724830611
1098323,"2L","TreatmentSel:Generation",7.70920524536541e-10,469751,0.00245845938538283,2.60933696201275
1098504,"2L","TreatmentSel:Generation",8.942044159621e-14,469756,2.85161072886781e-07,6.54490975997135
1098667,"2L","TreatmentSel:Generation",6.76761449029503e-18,469762,2.15818684686349e-11,10.6659109586109
1098678,"2L","TreatmentSel:Generation",5.39678837444301e-16,469763,1.72103149517918e-09,8.76421118193428
1098722,"2L","TreatmentSel:Generation",8.63810160506205e-09,469765,0.0275468369137301,1.55992826213991
1098729,"2L","TreatmentSel:Generation",1.89728317218446e-14,469767,6.05042085783088e-08,7.21821441545056
1098760,"2L","TreatmentSel:Generation",7.27770347599086e-16,469768,2.3208538163307e-09,8.6343522135985
1098767,"2L","TreatmentSel:Generation",5.07406227004239e-16,469770,1.6181143986667e-09,8.79099077756096
1098804,"2L","TreatmentSel:Generation",1.1015795759411e-12,469771,3.51292845503956e-06,5.45433069504086
1098810,"2L","TreatmentSel:Generation",2.16472013537815e-11,469773,6.90327519395984e-05,4.16094481343829
1098834,"2L","TreatmentSel:Generation",3.50970763048746e-09,469792,0.0111924295559635,1.95107563034212
1098835,"2L","TreatmentSel:Generation",9.45539783344749e-11,469793,0.000301531880476814,3.52066676384488
1098863,"2L","TreatmentSel:Generation",6.24572792244543e-19,469795,1.99175763788551e-12,11.70076350875
1099831,"2L","TreatmentSel:Generation",9.42515615815794e-12,469823,3.00567475871164e-05,4.52205801581127
1100262,"2L","TreatmentSel:Generation",3.74110700798367e-10,469840,0.00119303603196039,2.92334643961108
1101026,"2L","TreatmentSel:Generation",3.48626040162175e-12,469855,1.11176565306885e-05,4.95398674720075
1101033,"2L","TreatmentSel:Generation",8.01393406818386e-20,469856,2.55563716319658e-13,12.592500805133
1101076,"2L","TreatmentSel:Generation",3.49542808394148e-14,469859,1.11468921962647e-07,6.95284619899673
1111754,"2L","TreatmentSel:Generation",3.93199877708429e-09,470135,0.0125391126441316,1.90173319615225
1111790,"2L","TreatmentSel:Generation",4.09943157636194e-09,470137,0.0130730545015656,1.88362292824278
1111925,"2L","TreatmentSel:Generation",4.21813183261851e-11,470138,0.000134515886691658,3.87122642127435
1112920,"2L","TreatmentSel:Generation",3.34103187625445e-09,470154,0.0106545239251204,1.97246595104714
1112921,"2L","TreatmentSel:Generation",2.29551841623416e-09,470155,0.00732038986522341,2.1354657889134
1113083,"2L","TreatmentSel:Generation",3.90611991282684e-11,470162,0.000124565851530455,3.9046009988046
1113119,"2L","TreatmentSel:Generation",6.50152563163413e-09,470163,0.0207333132270762,1.68333129118837
1113507,"2L","TreatmentSel:Generation",6.05686791671053e-10,470177,0.00193153033314465,2.71409846721686
1113823,"2L","TreatmentSel:Generation",5.531853943982e-10,470194,0.00176410379725271,2.7534758652088
1114017,"2L","TreatmentSel:Generation",4.06360872620197e-12,470201,1.29588157189883e-05,4.88743468598158
1114434,"2L","TreatmentSel:Generation",1.39308204152337e-15,470219,4.44252748576169e-09,8.35236987654963
1114581,"2L","TreatmentSel:Generation",1.19112670090921e-09,470221,0.00379849352018586,2.42038861011791
1114623,"2L","TreatmentSel:Generation",1.52072502182888e-11,470223,4.84957992881213e-05,4.31429587840803
1117360,"2L","TreatmentSel:Generation",8.88701533404044e-09,470278,0.0283406208041323,1.54759064072031
1117414,"2L","TreatmentSel:Generation",7.68310759060866e-10,470280,0.00245013686415903,2.6108096553543
1118044,"2L","TreatmentSel:Generation",5.92832449988869e-09,470292,0.018905379403549,1.72341460255353
1119150,"2L","TreatmentSel:Generation",2.11199074690951e-09,470319,0.00673512159596845,2.17165455911228
1119379,"2L","TreatmentSel:Generation",1.25558280655285e-08,470330,0.040040435254346,1.39750121022535
1119421,"2L","TreatmentSel:Generation",3.20899483401423e-11,470331,0.000102334588537127,3.98997755229064
1119422,"2L","TreatmentSel:Generation",9.340921834981e-11,470332,0.000297881250043797,3.52595683232973
1119433,"2L","TreatmentSel:Generation",2.77544791003915e-09,470335,0.00885088118153158,2.05301348938964
1119436,"2L","TreatmentSel:Generation",4.07660875085991e-10,470336,0.00130002726936223,2.88604753783983
1119521,"2L","TreatmentSel:Generation",1.50158523844819e-18,470343,4.78854331272936e-12,11.3197965800004
1119531,"2L","TreatmentSel:Generation",1.61504272937209e-09,470344,0.00515035834362577,2.2881625532413
1119654,"2L","TreatmentSel:Generation",5.77263767972654e-19,470347,1.84088953795465e-12,11.7349722704292
1119768,"2L","TreatmentSel:Generation",1.66887778189638e-14,470350,5.32203789544531e-08,7.27392203739001
1120252,"2L","TreatmentSel:Generation",4.4731709508308e-10,470364,0.00142649063768318,2.84573107435102
1120707,"2L","TreatmentSel:Generation",4.24104893020136e-14,470378,1.35246711100207e-07,6.86887328717074
1120719,"2L","TreatmentSel:Generation",1.18730837404189e-09,470379,0.0037863169063526,2.42178303936315
